,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
49,SVM,0.85,0.15,0.05,92.12198221092757,91.58810732414793,99.3705743509048,34.243964421855146
50,SVM,0.85,0.2,0.05,91.99491740787802,91.5758896151053,99.213217938631,37.22998729351969
51,SVM,0.85,0.25,0.05,94.72681067344345,94.32835820895522,99.4492525570417,49.23761118170267
52,SVM,0.85,0.3,0.05,98.856416772554,99.0602975724354,99.5279307631786,86.59466327827192
53,SVM,0.85,0.4,0.05,99.04701397712833,99.29356357927786,99.5279307631786,87.35705209656925
54,SVM,0.85,0.1,0.08,93.13850063532402,93.29858525688756,98.5837922895358,40.72426937738246
55,SVM,0.85,0.15,0.08,92.50317662007623,91.98834668608886,99.3705743509048,35.705209656925035
56,SVM,0.85,0.2,0.08,91.67725540025413,91.24457308248914,99.213217938631,36.34053367217281
57,SVM,0.85,0.25,0.08,93.96442185514613,93.55555555555556,99.3705743509048,44.53621346886912
58,SVM,0.85,0.3,0.08,98.66581956797967,98.90453834115806,99.4492525570417,83.92630241423126
59,SVM,0.85,0.4,0.08,98.91994917407878,99.13793103448276,99.5279307631786,87.99237611181702
60,SVM,0.85,0.1,0.1,93.13850063532402,93.17000742390498,98.74114870180959,40.59720457433291
61,SVM,0.85,0.15,0.1,91.29606099110546,90.61604584527221,99.5279307631786,32.71918678526048
62,SVM,0.85,0.2,0.1,91.42312579415501,91.04046242774567,99.1345397324941,35.38754764930114
63,SVM,0.85,0.25,0.1,96.18805590851335,95.76719576719577,99.6852871754524,60.864040660736975
64,SVM,0.85,0.3,0.1,98.03049555273189,98.06201550387597,99.5279307631786,81.57560355781449
65,SVM,0.85,0.4,0.1,99.36467598475222,99.45098039215686,99.7639653815893,90.0889453621347
66,SVM,0.85,0.1,0.15,94.34561626429479,94.23652694610779,99.0558615263572,47.39517153748412
67,SVM,0.85,0.15,0.15,91.55019059720458,90.70100143061516,99.7639653815893,33.73570520965693
68,SVM,0.85,0.2,0.15,91.55019059720458,91.17221418234443,99.1345397324941,35.76874205844981
69,SVM,0.85,0.25,0.15,94.53621346886912,93.85640266469282,99.7639653815893,46.95044472681067
70,SVM,0.85,0.3,0.15,98.47522236340534,98.44599844599844,99.6852871754524,83.48157560355781
71,SVM,0.85,0.4,0.15,99.04701397712833,99.29356357927786,99.5279307631786,89.58068614993647
72,SVM,0.9,0.1,0.01,94.98094027954257,95.70552147239263,98.1904012588513,61.11817026683609
73,SVM,0.9,0.15,0.01,94.98094027954257,95.63552833078101,98.2690794649882,63.53240152477764
74,SVM,0.9,0.2,0.01,98.284625158831,98.59375,99.2918961447679,83.92630241423126
75,SVM,0.9,0.25,0.01,99.30114358322744,99.76303317535545,99.3705743509048,95.1715374841169
76,SVM,0.9,0.3,0.01,99.49174078780177,99.84214680347277,99.5279307631786,96.37865311308768
77,SVM,0.9,0.4,0.01,99.428208386277,99.76340694006309,99.5279307631786,96.50571791613723
78,SVM,0.9,0.1,0.03,96.37865311308768,96.62058371735792,98.9771833202203,69.69504447268106
79,SVM,0.9,0.15,0.03,94.40914866581957,94.9809885931559,98.2690794649882,56.22617534942821
80,SVM,0.9,0.2,0.03,98.22109275730622,98.5167837626854,99.2918961447679,83.35451080050827
81,SVM,0.9,0.25,0.03,99.36467598475222,99.84189723320158,99.3705743509048,95.80686149936467
82,SVM,0.9,0.3,0.03,99.49174078780177,99.84214680347277,99.5279307631786,96.69631512071156
83,SVM,0.9,0.4,0.03,99.49174078780177,99.84214680347277,99.5279307631786,96.88691232528589
84,SVM,0.9,0.1,0.05,96.88691232528589,97.2179289026275,98.9771833202203,75.2858958068615
85,SVM,0.9,0.15,0.05,96.63278271918678,96.41768292682927,99.5279307631786,70.4574332909784
86,SVM,0.9,0.2,0.05,96.82337992376112,97.21577726218098,98.8985051140834,74.84116899618806
87,SVM,0.9,0.25,0.05,99.30114358322744,99.76303317535545,99.3705743509048,95.7433290978399
88,SVM,0.9,0.3,0.05,99.6823379923761,99.9211356466877,99.6852871754524,97.39517153748412
89,SVM,0.9,0.4,0.05,99.55527318932656,99.92101105845181,99.5279307631786,97.20457433290979
90,SVM,0.9,0.1,0.08,95.93392630241424,96.74670797831139,98.2690794649882,68.86912325285896
91,SVM,0.9,0.15,0.08,97.96696315120711,97.98605731990705,99.5279307631786,81.51207115628971
92,SVM,0.9,0.2,0.08,97.83989834815756,98.05749805749805,99.2918961447679,81.32147395171538
93,SVM,0.9,0.25,0.08,99.49174078780177,99.84214680347277,99.5279307631786,97.01397712833545
94,SVM,0.9,0.3,0.08,99.87293519695045,99.9213217938631,99.9213217938631,97.83989834815756
95,SVM,0.9,0.4,0.08,99.49174078780177,99.84214680347277,99.5279307631786,97.01397712833545
96,SVM,0.9,0.1,0.1,97.33163913595934,97.45173745173746,99.2918961447679,77.57306226175349
97,SVM,0.9,0.15,0.1,95.61626429479034,96.15975422427036,98.5051140833989,65.24777636594663
98,SVM,0.9,0.2,0.1,97.26810673443457,97.37654320987654,99.2918961447679,76.87420584498093
99,SVM,0.9,0.25,0.1,99.74587039390089,99.92119779353821,99.7639653815893,97.39517153748412
100,SVM,0.9,0.3,0.1,99.74587039390089,99.92119779353821,99.7639653815893,97.64930114358323
101,SVM,0.9,0.4,0.1,99.80940279542567,99.92125984251969,99.8426435877262,98.284625158831
102,SVM,0.9,0.1,0.15,98.79288437102923,98.75389408099689,99.7639653815893,89.1994917407878
103,SVM,0.9,0.15,0.15,97.39517153748412,97.16257668711657,99.6852871754524,75.22236340533672
104,SVM,0.9,0.2,0.15,97.77636594663278,97.98136645962732,99.2918961447679,80.55908513341804
105,SVM,0.9,0.25,0.15,99.49174078780177,99.84214680347277,99.5279307631786,96.95044472681067
106,SVM,0.9,0.3,0.15,99.87293519695045,100.0,99.8426435877262,97.90343074968234
107,SVM,0.9,0.4,0.15,99.6823379923761,99.9211356466877,99.6852871754524,97.71283354510801
108,SVM,0.95,0.1,0.01,98.98348157560356,99.92044550517105,98.81982690794649,93.83735705209656
109,SVM,0.95,0.15,0.01,99.36467598475222,99.92082343626286,99.2918961447679,95.1715374841169
110,SVM,0.95,0.2,0.01,99.428208386277,100.0,99.2918961447679,97.20457433290979
111,SVM,0.95,0.25,0.01,99.87293519695045,100.0,99.8426435877262,98.60228716645489
112,SVM,0.95,0.3,0.01,99.80940279542567,100.0,99.7639653815893,98.47522236340534
113,SVM,0.95,0.4,0.01,99.87293519695045,100.0,99.8426435877262,98.72935196950445
114,SVM,0.95,0.1,0.03,99.55527318932656,100.0,99.4492525570417,95.997458703939
115,SVM,0.95,0.15,0.03,99.80940279542567,100.0,99.7639653815893,98.15756035578144
116,SVM,0.95,0.2,0.03,99.87293519695045,100.0,99.8426435877262,98.72935196950445
117,SVM,0.95,0.25,0.03,99.87293519695045,100.0,99.8426435877262,99.04701397712833
118,SVM,0.95,0.3,0.03,99.87293519695045,100.0,99.8426435877262,99.04701397712833
119,SVM,0.95,0.4,0.03,99.87293519695045,100.0,99.8426435877262,98.72935196950445
120,SVM,0.95,0.1,0.05,99.55527318932656,100.0,99.4492525570417,96.88691232528589
121,SVM,0.95,0.15,0.05,99.80940279542567,100.0,99.7639653815893,98.60228716645489
