,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
2,Logistic Regression,0.8,0.2,0.01,92.24904701,91.60028965,99.52793076,38.62770013
18,Logistic Regression,0.8,0.1,0.08,92.18551461,91.53400868,99.52793076,34.37102922
12,Logistic Regression,0.8,0.1,0.05,91.93138501,91.26984127,99.52793076,33.79923761
24,Logistic Regression,0.8,0.1,0.1,91.93138501,91.26984127,99.52793076,33.98983482
6,Logistic Regression,0.8,0.1,0.03,91.7407878,91.07271418,99.52793076,32.78271919
31,Logistic Regression,0.8,0.15,0.15,91.42312579,90.62947067,99.68528718,33.227446
19,Logistic Regression,0.8,0.15,0.08,91.23252859,90.43540328,99.68528718,32.97331639
25,Logistic Regression,0.8,0.15,0.1,91.23252859,90.43540328,99.68528718,33.03684879
13,Logistic Regression,0.8,0.15,0.05,91.16899619,90.37089872,99.68528718,32.71918679
7,Logistic Regression,0.8,0.15,0.03,91.04193139,90.24216524,99.68528718,32.33799238
0,Logistic Regression,0.8,0.1,0.01,90.91486658,90.22824536,99.52793076,30.11435832
1,Logistic Regression,0.8,0.15,0.01,90.91486658,90.22824536,99.52793076,32.02033037
