,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
81,Decision Tree,0.9,0.25,0.03,82.21092757306226,89.29421094369548,88.59166011014949,24.968233799237613
82,Decision Tree,0.9,0.3,0.03,84.3710292249047,90.38613081166272,90.2439024390244,29.987293519695044
83,Decision Tree,0.9,0.4,0.03,87.29351969504447,92.06598586017282,92.21085759244689,39.96188055908513
84,Decision Tree,0.9,0.1,0.05,76.6836086404066,87.54152823920266,82.92682926829268,9.974587039390089
85,Decision Tree,0.9,0.15,0.05,78.20838627700127,88.0952380952381,84.42171518489378,14.993646759847522
86,Decision Tree,0.9,0.2,0.05,81.57560355781449,89.08366533864542,87.9622344610543,19.949174078780178
87,Decision Tree,0.9,0.25,0.05,82.90978398983482,89.57345971563981,89.22108575924469,24.968233799237613
88,Decision Tree,0.9,0.3,0.05,84.18043202033037,89.98435054773083,90.4799370574351,29.987293519695044
89,Decision Tree,0.9,0.4,0.05,87.42058449809403,92.14454045561665,92.2895357985838,39.96188055908513
90,Decision Tree,0.9,0.1,0.08,76.17534942820839,87.08609271523179,82.76947285601888,9.974587039390089
91,Decision Tree,0.9,0.15,0.08,77.0012706480305,87.4074074074074,83.55625491738789,14.993646759847522
92,Decision Tree,0.9,0.2,0.08,81.70266836086404,89.10103420843278,88.1195908733281,19.949174078780178
93,Decision Tree,0.9,0.25,0.08,82.59212198221093,89.40711462450592,88.98505114083399,24.968233799237613
94,Decision Tree,0.9,0.3,0.08,83.79923761118171,89.81191222570533,90.1652242328875,29.987293519695044
95,Decision Tree,0.9,0.4,0.08,87.35705209656925,92.47226624405705,91.81746656176239,39.96188055908513
96,Decision Tree,0.9,0.1,0.1,75.2858958068615,85.73743922204214,83.24154209284028,9.974587039390089
97,Decision Tree,0.9,0.15,0.1,77.8271918678526,87.66339869281046,84.42171518489378,14.993646759847522
98,Decision Tree,0.9,0.2,0.1,81.70266836086404,89.28856914468425,87.8835562549174,19.949174078780178
99,Decision Tree,0.9,0.25,0.1,82.90978398983482,90.20866773675762,88.43430369787569,24.968233799237613
100,Decision Tree,0.9,0.3,0.1,84.18043202033037,90.36334913112164,90.0078678206137,29.987293519695044
101,Decision Tree,0.9,0.4,0.1,86.9123252858958,92.2283901665345,91.50275373721479,39.96188055908513
102,Decision Tree,0.9,0.1,0.15,75.41296060991105,86.7720465890183,82.06136900078678,9.974587039390089
103,Decision Tree,0.9,0.15,0.15,77.12833545108005,87.42810188989318,83.71361132966169,14.993646759847522
104,Decision Tree,0.9,0.2,0.15,81.00381194409148,88.81789137380191,87.49016522423288,19.949174078780178
105,Decision Tree,0.9,0.25,0.15,82.33799237611181,89.43606036536934,88.59166011014949,24.968233799237613
106,Decision Tree,0.9,0.3,0.15,84.68869123252858,90.04665629860031,91.10936270653029,29.987293519695044
107,Decision Tree,0.9,0.4,0.15,86.59466327827192,92.19745222929936,91.10936270653029,39.96188055908513
108,Decision Tree,0.95,0.1,0.01,75.03176620076239,86.82885906040268,81.43194335169159,9.974587039390089
109,Decision Tree,0.95,0.15,0.01,77.76365946632782,87.71498771498771,84.26435877261999,14.993646759847522
110,Decision Tree,0.95,0.2,0.01,82.02033036848793,89.08227848101266,88.59166011014949,19.949174078780178
111,Decision Tree,0.95,0.25,0.01,83.16391359593392,89.54402515723271,89.61447678992918,24.968233799237613
112,Decision Tree,0.95,0.3,0.01,84.18043202033037,90.49128367670365,89.85051140833988,29.987293519695044
113,Decision Tree,0.95,0.4,0.01,86.72172808132147,91.74528301886792,91.81746656176239,39.96188055908513
114,Decision Tree,0.95,0.1,0.03,74.26937738246505,86.75721561969439,80.40912667191188,9.974587039390089
115,Decision Tree,0.95,0.15,0.03,79.03430749682337,88.34555827220863,85.28717545239968,14.993646759847522
116,Decision Tree,0.95,0.2,0.03,82.02033036848793,89.3312101910828,88.27694728560189,19.949174078780178
117,Decision Tree,0.95,0.25,0.03,82.97331639135959,89.51930654058313,89.37844217151849,24.968233799237613
118,Decision Tree,0.95,0.3,0.03,84.56162642947903,90.34536891679748,90.558615263572,29.987293519695044
119,Decision Tree,0.95,0.4,0.03,86.72172808132147,92.54807692307692,90.87332808811959,39.96188055908513
120,Decision Tree,0.95,0.1,0.05,73.18932655654383,86.3130881094953,79.38630999213218,9.974587039390089
121,Decision Tree,0.95,0.15,0.05,78.65311308767471,88.28828828828829,84.81510621557828,14.993646759847522
122,Decision Tree,0.95,0.2,0.05,81.8297331639136,89.62188254223652,87.64752163650668,19.949174078780178
123,Decision Tree,0.95,0.25,0.05,82.33799237611181,88.88018794048551,89.29976396538159,24.968233799237613
124,Decision Tree,0.95,0.3,0.05,84.05336721728081,90.03139717425432,90.2439024390244,29.987293519695044
125,Decision Tree,0.95,0.4,0.05,87.54764930114358,92.2895357985838,92.2895357985838,39.96188055908513
126,Decision Tree,0.95,0.1,0.08,74.1423125794155,87.24137931034483,79.62234461054288,9.974587039390089
127,Decision Tree,0.95,0.15,0.08,77.76365946632782,88.4070058381985,83.39889850511409,14.993646759847522
128,Decision Tree,0.95,0.2,0.08,81.44853875476493,89.57154405820533,87.17545239968528,19.949174078780178
129,Decision Tree,0.95,0.25,0.08,82.14739517153748,89.66346153846153,88.0409126671912,24.968233799237613
130,Decision Tree,0.95,0.3,0.08,83.92630241423126,89.82785602503913,90.3225806451613,29.987293519695044
131,Decision Tree,0.95,0.4,0.08,87.10292249047014,92.31378763866879,91.66011014948859,39.96188055908513
132,Decision Tree,0.95,0.1,0.1,74.01524777636595,86.21848739495799,80.72383949645948,9.974587039390089
133,Decision Tree,0.95,0.15,0.1,78.58958068614993,87.7831715210356,85.36585365853658,14.993646759847522
134,Decision Tree,0.95,0.2,0.1,81.8297331639136,89.5582329317269,87.72619984264358,19.949174078780178
135,Decision Tree,0.95,0.25,0.1,81.00381194409148,88.9423076923077,87.33280881195908,24.968233799237613
136,Decision Tree,0.95,0.3,0.1,83.98983481575604,89.71161340607951,90.558615263572,29.987293519695044
137,Decision Tree,0.95,0.4,0.1,86.97585768742059,92.16772151898734,91.66011014948859,39.96188055908513
138,Decision Tree,0.95,0.1,0.15,73.95171537484117,86.76345004269855,79.93705743509048,9.974587039390089
139,Decision Tree,0.95,0.15,0.15,78.01778907242694,88.25475599669149,83.94964594807239,14.993646759847522
140,Decision Tree,0.95,0.2,0.15,81.8297331639136,89.62188254223652,87.64752163650668,19.949174078780178
141,Decision Tree,0.95,0.25,0.15,81.76620076238882,89.171974522293,88.1195908733281,24.968233799237613
142,Decision Tree,0.95,0.3,0.15,84.24396442185514,90.43478260869566,90.0078678206137,29.987293519695044
143,Decision Tree,0.95,0.4,0.15,87.35705209656925,92.33807266982622,91.97482297403619,39.96188055908513
144,Decision Tree,0.99,0.1,0.01,75.15883100381194,86.72787979966611,81.74665617623918,9.974587039390089
145,Decision Tree,0.99,0.15,0.01,76.87420584498093,87.38664468260511,83.39889850511409,14.993646759847522
146,Decision Tree,0.99,0.2,0.01,81.95679796696315,88.95027624309392,88.67033831628639,19.949174078780178
147,Decision Tree,0.99,0.25,0.01,82.4015247776366,89.13385826771653,89.06372934697089,24.968233799237613
148,Decision Tree,0.99,0.3,0.01,85.13341804320203,90.60297572435395,91.03068450039339,29.987293519695044
149,Decision Tree,0.99,0.4,0.01,87.86531130876747,92.25352112676056,92.7616050354052,39.96188055908513
150,Decision Tree,0.99,0.1,0.03,74.65057179161373,87.58620689655173,79.93705743509048,9.974587039390089
151,Decision Tree,0.99,0.15,0.03,77.89072426937739,87.6120619396903,84.57907159716758,14.993646759847522
152,Decision Tree,0.99,0.2,0.03,82.0838627700127,89.46528332003193,88.19826907946499,19.949174078780178
153,Decision Tree,0.99,0.25,0.03,82.59212198221093,89.7211155378486,88.59166011014949,24.968233799237613
154,Decision Tree,0.99,0.3,0.03,84.18043202033037,90.17295597484276,90.2439024390244,29.987293519695044
155,Decision Tree,0.99,0.4,0.03,86.78526048284625,92.14908802537668,91.42407553107789,39.96188055908513
156,Decision Tree,0.99,0.1,0.05,74.96823379923761,86.87973086627419,81.27458693941779,9.974587039390089
157,Decision Tree,0.99,0.15,0.05,77.50952986022871,87.6746096959737,83.94964594807239,14.993646759847522
158,Decision Tree,0.99,0.2,0.05,82.27445997458705,89.42766295707472,88.51298190401259,19.949174078780178
159,Decision Tree,0.99,0.25,0.05,83.48157560355781,89.96047430830039,89.53579858379229,24.968233799237613
160,Decision Tree,0.99,0.3,0.05,83.98983481575604,89.8981989036805,90.3225806451613,29.987293519695044
161,Decision Tree,0.99,0.4,0.05,86.78526048284625,92.28321400159109,91.26671911880409,39.96188055908513
162,Decision Tree,0.99,0.1,0.08,76.17534942820839,87.27121464226289,82.53343823760818,9.974587039390089
163,Decision Tree,0.99,0.15,0.08,78.01778907242694,87.38884397736459,85.05114083398898,14.993646759847522
164,Decision Tree,0.99,0.2,0.08,81.76620076238882,89.29712460063898,87.9622344610543,19.949174078780178
165,Decision Tree,0.99,0.25,0.08,81.32147395171538,89.55465587044534,87.01809598741148,24.968233799237613
166,Decision Tree,0.99,0.3,0.08,84.75222363405337,90.1792673421668,91.03068450039339,29.987293519695044
167,Decision Tree,0.99,0.4,0.08,87.73824650571791,92.3076923076923,92.5255704169945,39.96188055908513
168,Decision Tree,0.99,0.1,0.1,74.33290978398983,86.39798488664988,80.95987411487017,9.974587039390089
169,Decision Tree,0.99,0.15,0.1,78.3989834815756,88.06214227309894,84.73642800944138,14.993646759847522
170,Decision Tree,0.99,0.2,0.1,81.51207115628971,89.51612903225806,87.33280881195908,19.949174078780178
171,Decision Tree,0.99,0.25,0.1,81.70266836086404,89.28856914468425,87.8835562549174,24.968233799237613
172,Decision Tree,0.99,0.3,0.1,84.87928843710293,90.00774593338497,91.42407553107789,29.987293519695044
173,Decision Tree,0.99,0.4,0.1,87.42058449809403,92.34411996842935,92.05350118017309,39.96188055908513
174,Decision Tree,0.99,0.1,0.15,75.22236340533672,87.11036225779276,81.35326514555469,9.974587039390089
175,Decision Tree,0.99,0.15,0.15,78.52604828462516,87.89601949634444,85.12981904012588,14.993646759847522
176,Decision Tree,0.99,0.2,0.15,81.00381194409148,89.44805194805195,86.70338316286389,19.949174078780178
177,Decision Tree,0.99,0.25,0.15,82.21092757306226,89.04649330181245,88.90637293469709,24.968233799237613
178,Decision Tree,0.99,0.3,0.15,84.87928843710293,90.257209664848,91.10936270653029,29.987293519695044
179,Decision Tree,0.99,0.4,0.15,86.65819567979669,92.13661636219221,91.26671911880409,39.96188055908513
