,model,threshold,split_1,split_2,accuracy,precision,recall,human effort,name
159,Logistic Regression,0.99,0.25,0.05,100,100,100,99.8689384,Logistic Regression
160,Logistic Regression,0.99,0.3,0.05,100,100,100,99.8689384,Logistic Regression
161,Logistic Regression,0.99,0.4,0.05,100,100,100,99.8689384,Logistic Regression
162,Logistic Regression,0.99,0.1,0.08,100,100,100,99.8689384,Logistic Regression
163,Logistic Regression,0.99,0.15,0.08,100,100,100,99.8689384,Logistic Regression
164,Logistic Regression,0.99,0.2,0.08,100,100,100,99.8689384,Logistic Regression
165,Logistic Regression,0.99,0.25,0.08,100,100,100,99.8689384,Logistic Regression
166,Logistic Regression,0.99,0.3,0.08,100,100,100,99.8689384,Logistic Regression
167,Logistic Regression,0.99,0.4,0.08,100,100,100,99.8689384,Logistic Regression
168,Logistic Regression,0.99,0.1,0.1,100,100,100,99.8689384,Logistic Regression
169,Logistic Regression,0.99,0.15,0.1,100,100,100,99.8689384,Logistic Regression
170,Logistic Regression,0.99,0.2,0.1,100,100,100,99.8689384,Logistic Regression
171,Logistic Regression,0.99,0.25,0.1,100,100,100,99.8689384,Logistic Regression
172,Logistic Regression,0.99,0.3,0.1,100,100,100,99.8689384,Logistic Regression
173,Logistic Regression,0.99,0.4,0.1,100,100,100,99.8689384,Logistic Regression
174,Logistic Regression,0.99,0.1,0.15,100,100,100,99.8689384,Logistic Regression
175,Logistic Regression,0.99,0.15,0.15,100,100,100,99.8689384,Logistic Regression
176,Logistic Regression,0.99,0.2,0.15,100,100,100,99.8689384,Logistic Regression
177,Logistic Regression,0.99,0.25,0.15,100,100,100,99.8689384,Logistic Regression
178,Logistic Regression,0.99,0.3,0.15,100,100,100,99.8689384,Logistic Regression
179,Logistic Regression,0.99,0.4,0.15,100,100,100,99.8689384,Logistic Regression
