,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
146,Random Forest,0.99,0.2,0.01,99.74587039390089,99.68627450980392,100.0,95.48919949174079
147,Random Forest,0.99,0.25,0.01,99.87293519695045,99.84289080911233,100.0,94.98094027954257
148,Random Forest,0.99,0.3,0.01,99.61880559085134,99.5301487862177,100.0,94.98094027954257
149,Random Forest,0.99,0.4,0.01,99.87293519695045,99.84289080911233,100.0,96.37865311308768
150,Random Forest,0.99,0.1,0.03,99.74587039390089,99.68627450980392,100.0,96.63278271918678
151,Random Forest,0.99,0.15,0.03,99.87293519695045,99.84289080911233,100.0,97.20457433290979
152,Random Forest,0.99,0.2,0.03,100.0,100.0,100.0,97.26810673443457
153,Random Forest,0.99,0.25,0.03,100.0,100.0,100.0,97.64930114358323
154,Random Forest,0.99,0.3,0.03,99.93646759847522,99.92138364779875,100.0,97.83989834815756
155,Random Forest,0.99,0.4,0.03,99.93646759847522,99.92138364779875,100.0,97.64930114358323
156,Random Forest,0.99,0.1,0.05,99.93646759847522,99.92138364779875,100.0,97.64930114358323
157,Random Forest,0.99,0.15,0.05,99.93646759847522,99.92138364779875,100.0,97.90343074968234
158,Random Forest,0.99,0.2,0.05,99.93646759847522,99.92138364779875,100.0,97.90343074968234
159,Random Forest,0.99,0.25,0.05,100.0,100.0,100.0,97.90343074968234
160,Random Forest,0.99,0.3,0.05,100.0,100.0,100.0,97.77636594663278
161,Random Forest,0.99,0.4,0.05,100.0,100.0,100.0,98.284625158831
162,Random Forest,0.99,0.1,0.08,99.93646759847522,99.92138364779875,100.0,98.284625158831
163,Random Forest,0.99,0.15,0.08,100.0,100.0,100.0,98.60228716645489
164,Random Forest,0.99,0.2,0.08,99.87293519695045,99.84289080911233,100.0,98.03049555273189
165,Random Forest,0.99,0.25,0.08,99.87293519695045,99.84289080911233,100.0,98.09402795425667
166,Random Forest,0.99,0.3,0.08,100.0,100.0,100.0,98.79288437102923
167,Random Forest,0.99,0.4,0.08,99.87293519695045,99.84289080911233,100.0,98.53875476493012
168,Random Forest,0.99,0.1,0.1,99.93646759847522,99.92138364779875,100.0,98.47522236340534
169,Random Forest,0.99,0.15,0.1,100.0,100.0,100.0,98.72935196950445
170,Random Forest,0.99,0.2,0.1,100.0,100.0,100.0,98.41168996188055
171,Random Forest,0.99,0.25,0.1,100.0,100.0,100.0,98.72935196950445
172,Random Forest,0.99,0.3,0.1,99.93646759847522,99.92138364779875,100.0,98.79288437102923
173,Random Forest,0.99,0.4,0.1,99.93646759847522,99.92138364779875,100.0,98.856416772554
174,Random Forest,0.99,0.1,0.15,99.93646759847522,99.92138364779875,100.0,98.91994917407878
175,Random Forest,0.99,0.15,0.15,100.0,100.0,100.0,99.1740787801779
176,Random Forest,0.99,0.2,0.15,100.0,100.0,100.0,98.72935196950445
177,Random Forest,0.99,0.25,0.15,99.93646759847522,99.92138364779875,100.0,99.11054637865311
178,Random Forest,0.99,0.3,0.15,100.0,100.0,100.0,99.6823379923761
179,Random Forest,0.99,0.4,0.15,99.93646759847522,99.92138364779875,100.0,99.30114358322744
