,model,threshold,split_1,split_2,accuracy,human effort
107,SVM,0.9,0.4,0.15,96.73366834170854,64.82412060301507
108,SVM,0.95,0.1,0.01,96.98492462311557,55.778894472361806
109,SVM,0.95,0.15,0.01,96.98492462311557,57.537688442211056
110,SVM,0.95,0.2,0.01,96.98492462311557,59.79899497487437
111,SVM,0.95,0.25,0.01,97.23618090452261,61.80904522613066
112,SVM,0.95,0.3,0.01,97.48743718592965,64.57286432160804
113,SVM,0.95,0.4,0.01,97.98994974874371,71.10552763819095
114,SVM,0.95,0.1,0.03,98.24120603015075,60.050251256281406
115,SVM,0.95,0.15,0.03,97.23618090452261,59.79899497487437
116,SVM,0.95,0.2,0.03,97.73869346733669,63.81909547738694
117,SVM,0.95,0.25,0.03,98.24120603015075,66.08040201005025
118,SVM,0.95,0.3,0.03,97.48743718592965,67.8391959798995
119,SVM,0.95,0.4,0.03,98.24120603015075,73.11557788944724
120,SVM,0.95,0.1,0.05,98.24120603015075,60.80402010050251
121,SVM,0.95,0.15,0.05,97.73869346733669,60.552763819095475
122,SVM,0.95,0.2,0.05,97.23618090452261,61.30653266331658
123,SVM,0.95,0.25,0.05,97.73869346733669,64.82412060301507
124,SVM,0.95,0.3,0.05,97.48743718592965,69.09547738693468
125,SVM,0.95,0.4,0.05,98.49246231155779,73.86934673366834
126,SVM,0.95,0.1,0.08,98.24120603015075,58.79396984924623
127,SVM,0.95,0.15,0.08,98.24120603015075,61.55778894472362
128,SVM,0.95,0.2,0.08,96.98492462311557,59.2964824120603
129,SVM,0.95,0.25,0.08,97.48743718592965,63.81909547738694
130,SVM,0.95,0.3,0.08,98.49246231155779,71.60804020100502
131,SVM,0.95,0.4,0.08,99.49748743718592,75.62814070351759
132,SVM,0.95,0.1,0.1,98.99497487437186,64.07035175879398
133,SVM,0.95,0.15,0.1,97.73869346733669,60.552763819095475
134,SVM,0.95,0.2,0.1,96.98492462311557,60.80402010050251
135,SVM,0.95,0.25,0.1,98.24120603015075,69.84924623115577
136,SVM,0.95,0.3,0.1,98.49246231155779,74.12060301507537
137,SVM,0.95,0.4,0.1,97.73869346733669,72.1105527638191
138,SVM,0.95,0.1,0.15,98.74371859296483,65.57788944723617
139,SVM,0.95,0.15,0.15,99.2462311557789,68.84422110552764
140,SVM,0.95,0.2,0.15,99.49748743718592,67.08542713567839
141,SVM,0.95,0.25,0.15,98.24120603015075,65.32663316582915
142,SVM,0.95,0.3,0.15,99.74874371859296,75.62814070351759
143,SVM,0.95,0.4,0.15,98.49246231155779,76.63316582914572
144,SVM,0.99,0.1,0.01,99.74874371859296,82.91457286432161
145,SVM,0.99,0.15,0.01,99.74874371859296,77.63819095477388
146,SVM,0.99,0.2,0.01,99.49748743718592,86.4321608040201
147,SVM,0.99,0.25,0.01,99.74874371859296,88.69346733668341
148,SVM,0.99,0.3,0.01,99.49748743718592,89.69849246231156
149,SVM,0.99,0.4,0.01,99.74874371859296,92.71356783919597
150,SVM,0.99,0.1,0.03,99.74874371859296,91.20603015075378
151,SVM,0.99,0.15,0.03,99.74874371859296,87.43718592964824
152,SVM,0.99,0.2,0.03,99.74874371859296,92.96482412060301
153,SVM,0.99,0.25,0.03,99.74874371859296,92.21105527638191
154,SVM,0.99,0.3,0.03,99.74874371859296,92.21105527638191
155,SVM,0.99,0.4,0.03,99.74874371859296,93.71859296482413
156,SVM,0.99,0.1,0.05,99.74874371859296,90.95477386934674
157,SVM,0.99,0.15,0.05,99.74874371859296,86.4321608040201
158,SVM,0.99,0.2,0.05,99.74874371859296,90.95477386934674
159,SVM,0.99,0.25,0.05,100.0,93.96984924623115
160,SVM,0.99,0.3,0.05,99.74874371859296,92.46231155778895
161,SVM,0.99,0.4,0.05,99.74874371859296,93.71859296482413
162,SVM,0.99,0.1,0.08,99.74874371859296,92.21105527638191
163,SVM,0.99,0.15,0.08,99.74874371859296,92.71356783919597
164,SVM,0.99,0.2,0.08,99.74874371859296,85.17587939698493
165,SVM,0.99,0.25,0.08,99.74874371859296,94.72361809045226
166,SVM,0.99,0.3,0.08,99.74874371859296,93.96984924623115
167,SVM,0.99,0.4,0.08,99.74874371859296,93.21608040201005
168,SVM,0.99,0.1,0.1,100.0,95.22613065326634
169,SVM,0.99,0.15,0.1,100.0,94.9748743718593
170,SVM,0.99,0.2,0.1,100.0,92.46231155778895
171,SVM,0.99,0.25,0.1,100.0,94.9748743718593
172,SVM,0.99,0.3,0.1,99.74874371859296,93.46733668341709
173,SVM,0.99,0.4,0.1,100.0,95.47738693467336
174,SVM,0.99,0.1,0.15,100.0,95.7286432160804
175,SVM,0.99,0.15,0.15,99.74874371859296,95.22613065326634
176,SVM,0.99,0.2,0.15,99.49748743718592,89.19597989949749
177,SVM,0.99,0.25,0.15,100.0,97.23618090452261
178,SVM,0.99,0.3,0.15,100.0,95.47738693467336
179,SVM,0.99,0.4,0.15,99.74874371859296,93.96984924623115
