,model,threshold,split_1,split_2,accuracy,human effort
158,Random Forest,0.99,0.2,0.05,99.2462311557789,82.66331658291458
159,Random Forest,0.99,0.25,0.05,99.49748743718592,82.66331658291458
160,Random Forest,0.99,0.3,0.05,99.49748743718592,84.17085427135679
161,Random Forest,0.99,0.4,0.05,100.0,86.4321608040201
162,Random Forest,0.99,0.1,0.08,99.2462311557789,80.15075376884423
163,Random Forest,0.99,0.15,0.08,99.49748743718592,82.41206030150754
164,Random Forest,0.99,0.2,0.08,99.49748743718592,84.17085427135679
165,Random Forest,0.99,0.25,0.08,100.0,84.92462311557789
166,Random Forest,0.99,0.3,0.08,99.49748743718592,84.92462311557789
167,Random Forest,0.99,0.4,0.08,99.49748743718592,87.1859296482412
168,Random Forest,0.99,0.1,0.1,99.2462311557789,80.90452261306532
169,Random Forest,0.99,0.15,0.1,100.0,85.17587939698493
170,Random Forest,0.99,0.2,0.1,99.2462311557789,83.91959798994975
171,Random Forest,0.99,0.25,0.1,99.74874371859296,84.67336683417085
172,Random Forest,0.99,0.3,0.1,99.49748743718592,85.42713567839196
173,Random Forest,0.99,0.4,0.1,100.0,88.69346733668341
174,Random Forest,0.99,0.1,0.15,99.2462311557789,82.1608040201005
175,Random Forest,0.99,0.15,0.15,100.0,85.92964824120602
176,Random Forest,0.99,0.2,0.15,99.49748743718592,86.93467336683418
177,Random Forest,0.99,0.25,0.15,100.0,86.4321608040201
178,Random Forest,0.99,0.3,0.15,99.74874371859296,85.42713567839196
179,Random Forest,0.99,0.4,0.15,99.74874371859296,87.93969849246231
