Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,original,high_rain,high_fog,light_fog,moderate_fog,HF_PSNR,LF_PSNR,MF_PSNR,HF_SSIM,LF_SSIM,MF_SSIM,HF_CPL,LF_CPL,MF_CPL,HF_CS,LF_CS,MF_CS,MF_SSS1,HF_KL,HF_MSE,HF_WD,MF_WD,MF_MSE,MF_KL,MF_TSI
322,322,322,322,322,322,322,322,322,322,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275F241_322.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275F241_322_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275F241_322_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275F241_322_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275F241_322_torchvision.jpg,16.85858838,17.34925208,21.26084268,0.914544486,0.879257837,0.938105381,9.021334,12.065504,9.07725,0.9321079,0.92307854,0.9350012,0.0079441,1.504890888750216,59.67413533528646,20.943572998046875,22.06496582031249,2.197930908203125,inf,0.2005687377690801
323,323,323,323,323,323,323,323,323,323,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275P311_323.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275P311_323_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275P311_323_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275P311_323_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275P311_323_torchvision.jpg,16.50519222,31.26966733,16.27535738,0.928747729,0.954615103,0.857242241,43.701485,7.8644304,28.177685,0.53976166,0.9128547,0.6348511,0.018773206,inf,15.744091796875,3.036767578125,21.665087890625,84.99525756835938,-0.1330547435618047,1.007870596868884
324,324,324,324,324,324,324,324,324,324,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275P831_324.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275P831_324_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275P831_324_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275P831_324_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275P831_324_torchvision.jpg,9.928994106,18.79404548,14.52424395,0.75026365,0.768757075,0.802774643,35.129467,47.71649,37.48205,0.58887047,0.40519893,0.5947622,0.03699177,-0.0632020553770122,73.72257690429687,33.683129882812494,23.535827636718743,72.39718017578124,0.0102608490647001,1.671856653620352
325,325,325,325,325,325,325,325,325,325,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275P931_325.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275P931_325_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275P931_325_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275P931_325_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275P931_325_torchvision.jpg,10.51178899,8.914914494,29.12867502,0.76996658,0.63726468,0.942021198,33.93745,57.25572,9.683123,0.6461974,0.061632395,0.9106385,0.006795854,-0.0914044486745042,72.5617919921875,30.56325683593749,2.092852783203125,15.929793294270834,0.0128152310938662,0.376565557729942
326,326,326,326,326,326,326,326,326,326,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q151_326.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275Q151_326_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275Q151_326_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275Q151_326_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275Q151_326_torchvision.jpg,17.917211,28.29989503,15.25924162,0.77364475,0.923810348,0.757413764,54.341736,10.75846,58.34915,0.5280516,0.9258946,0.5021197,0.033678267,0.025366647462464,51.52612101236979,10.97001953125,18.76499633789062,21.377652994791667,0.3193102095778552,2.502935420743638
327,327,327,327,327,327,327,327,327,327,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q396_327.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275Q396_327_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275Q396_327_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275Q396_327_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275Q396_327_torchvision.jpg,22.08323964,23.00297488,14.24130537,0.909665366,0.937608085,0.777686052,25.567394,41.772186,75.396164,0.8305471,0.7058007,0.30604404,0.0519235,-0.0145544823664503,45.40534871419271,8.117779541015624,19.56028442382812,66.7728271484375,0.0676278274035871,3.0088735322896283
328,328,328,328,328,328,328,328,328,328,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275Q943_328.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275Q943_328_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275Q943_328_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275Q943_328_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275Q943_328_torchvision.jpg,10.61817025,15.36379819,10.62213485,0.689517949,0.743175972,0.683444237,72.79793,65.4583,70.83267,0.24802448,0.30132192,0.29418612,0.03342849,0.9276659097653772,43.28364664713542,21.523950195312505,19.55172119140625,62.086039225260414,0.5486081494904929,2.364976761252446
329,329,329,329,329,329,329,329,329,329,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275R442_329.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275R442_329_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275R442_329_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275R442_329_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275R442_329_torchvision.jpg,12.47564373,17.31524452,16.65657425,0.746201089,0.836046484,0.827079291,46.217182,44.546165,34.11508,0.6176674,0.62002,0.7115145,0.02024773,0.7807149486074858,60.32989908854167,27.01158447265625,19.063641357421872,56.52993570963542,0.7582718737219332,0.6752629647749511
330,330,330,330,330,330,330,330,330,330,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275S251_330.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275S251_330_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275S251_330_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275S251_330_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275S251_330_torchvision.jpg,24.95382806,23.44877188,23.51353151,0.918918241,0.921198609,0.930919916,17.478094,13.913092,22.086094,0.88687736,0.9031648,0.84107304,0.011337341,-0.0359193882075644,39.33861287434896,5.073468017578127,7.415270996093748,47.10838826497396,inf,0.4322957436399215
331,331,331,331,331,331,331,331,331,331,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2275W413_331.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2275W413_331_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2275W413_331_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2275W413_331_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2275W413_331_torchvision.jpg,10.0888287,18.30862365,11.8131822,0.767033314,0.94016447,0.779656334,35.08952,11.081683,38.16433,0.3064903,0.86393726,0.24903546,0.016856425,1.1960455894621085,53.02697550455729,31.627197265625,27.314990234375003,47.03041178385417,1.3187386125660754,1.1633683953033267
332,332,332,332,332,332,332,332,332,332,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C464_332.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276C464_332_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276C464_332_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276C464_332_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276C464_332_torchvision.jpg,15.2370643,25.50418867,16.18170911,0.88611681,0.966934714,0.866698421,14.29476,3.9991379,28.321554,0.8186417,0.95587116,0.6019328,0.025365876,1.370634008178868,69.02250773111979,22.1508544921875,21.81737670898437,49.37340087890625,1.6867487252052926,0.3362952544031312
333,333,333,333,333,333,333,333,333,333,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C871_333.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276C871_333_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276C871_333_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276C871_333_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276C871_333_torchvision.jpg,13.77682099,23.81467611,11.08232191,0.85434543,0.940114144,0.790802007,14.7198515,11.015166,21.192501,0.8798703,0.9133761,0.8219666,0.005089245,1.7957014265882725,35.726279703776044,32.453515625,42.09240112304688,54.613555908203125,2.2171985243293206,0.986350293542074
334,334,334,334,334,334,334,334,334,334,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276C961_334.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276C961_334_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276C961_334_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276C961_334_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276C961_334_torchvision.jpg,10.51572976,15.39594969,19.61573493,0.671782319,0.860522202,0.905600811,46.94219,14.8608265,11.975192,0.49633202,0.87658906,0.9060642,0.012646046,1.423107459540921,54.07261352539062,30.68431396484375,15.824530029296875,63.980230712890624,1.0526834340872175,0.4472541585127203
335,335,335,335,335,335,335,335,335,335,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276D564_335.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276D564_335_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276D564_335_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276D564_335_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276D564_335_torchvision.jpg,17.20064203,22.08549463,25.77531608,0.852295318,0.906346597,0.90843114,30.202618,19.693727,15.105728,0.8399778,0.9029948,0.92045105,0.019039981,inf,6.106703694661459,20.83604125976563,3.6108032226562505,17.388031005859375,0.4991094147298996,0.3045376712328753
336,336,336,336,336,336,336,336,336,336,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276D734_336.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276D734_336_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276D734_336_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276D734_336_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276D734_336_torchvision.jpg,13.96091746,22.07704775,14.55111572,0.846360566,0.905216036,0.893276092,32.15632,9.018613,54.32839,0.7889325,0.94622004,0.64962554,0.037479855,0.8608771685202343,53.40496826171875,20.111273193359374,32.30845336914062,23.86018269856771,inf,1.35804794520548
337,337,337,337,337,337,337,337,337,337,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276E571_337.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276E571_337_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276E571_337_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276E571_337_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276E571_337_torchvision.jpg,29.90159488,22.75475717,14.71056759,0.951027261,0.873963108,0.748184633,6.4683723,28.085663,43.26203,0.9241462,0.634004,0.37377092,0.039758578,0.0162921514881886,16.993837483723958,1.673590087890625,20.968743896484376,63.66983642578125,0.1471421056286117,1.7660653131115462
338,338,338,338,338,338,338,338,338,338,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276P041_338.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276P041_338_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276P041_338_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276P041_338_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276P041_338_torchvision.jpg,11.21486386,16.95917858,11.61734205,0.657159899,0.76257935,0.587803783,68.06081,85.09603,118.852135,0.64481944,0.57221293,0.18386006,0.07327992,0.7585336710462469,60.76439005533855,28.78668823242188,36.49332885742188,45.866790771484375,inf,4.4814823874755385
339,339,339,339,339,339,339,339,339,339,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276Q801_339.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276Q801_339_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276Q801_339_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276Q801_339_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276Q801_339_torchvision.jpg,17.73396306,15.70316062,14.60132201,0.867551851,0.769116301,0.848821354,11.239115,16.456232,24.903666,0.905364,0.868622,0.81988543,0.01393166,1.328277167426554,48.069635009765626,20.857006835937497,35.03693237304688,35.94765625,2.869516701566358,0.4055772994129163
340,340,340,340,340,340,340,340,340,340,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276S831_340.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276S831_340_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276S831_340_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276S831_340_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276S831_340_torchvision.jpg,10.71695157,11.10059918,21.56070314,0.490240279,0.529418142,0.879689794,158.51614,162.14114,27.613766,0.10934418,0.2260406,0.9123196,0.012402784,inf,48.470245361328125,23.738891601562504,8.239288330078125,24.21065877278646,1.1698934222214643,1.5638270547945217
341,341,341,341,341,341,341,341,341,341,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2276W041_341.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2276W041_341_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2276W041_341_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2276W041_341_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2276W041_341_torchvision.jpg,12.17942127,15.88133428,18.10932501,0.70057162,0.854584513,0.892637025,73.90588,19.74459,12.246763,0.5091664,0.8973168,0.9368565,0.013297961,inf,48.21984456380208,28.41436157226563,20.146948242187506,47.16222941080729,1.0834817239746426,0.1125305772994114
342,342,342,342,342,342,342,342,342,342,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277A111_342.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277A111_342_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277A111_342_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277A111_342_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277A111_342_torchvision.jpg,23.18618103,17.03017249,14.68912581,0.90626325,0.752212456,0.685485936,13.723433,65.15475,76.96065,0.92492217,0.58085257,0.45374134,0.079465345,0.0941434172202501,43.584773763020834,8.242858886718752,9.445391845703126,23.935054524739584,inf,3.0354635518591007
343,343,343,343,343,343,343,343,343,343,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277B023_343.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277B023_343_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277B023_343_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277B023_343_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277B023_343_torchvision.jpg,23.55901302,26.83141854,28.76918728,0.936804379,0.941200429,0.940217548,12.575089,10.42354,9.291854,0.89338017,0.898003,0.9101531,0.01781683,0.1357971423082299,53.86345621744792,9.018884277343748,4.5538879394531255,9.94615478515625,inf,0.1607081702544026
344,344,344,344,344,344,344,344,344,344,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277F971_344.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277F971_344_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277F971_344_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277F971_344_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277F971_344_torchvision.jpg,17.396557,22.99083738,23.1368082,0.781846795,0.854890412,0.909946968,47.900215,43.53689,17.701084,0.7058005,0.7294201,0.9054962,0.02010518,inf,31.58792521158854,17.10423583984375,10.394097900390625,30.48408203125,1.484769751762482,0.3457497553816058
345,345,345,345,345,345,345,345,345,345,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277G901_345.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277G901_345_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277G901_345_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277G901_345_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277G901_345_torchvision.jpg,22.88315001,19.17123714,16.67250276,0.861358575,0.766765832,0.773575261,32.889446,63.135754,57.778088,0.781168,0.5180964,0.57894546,0.03188801,inf,7.888151041666666,8.798168945312499,13.845648193359375,17.48171590169271,0.2180400977952312,2.3892490215264197
346,346,346,346,346,346,346,346,346,346,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Y402_346.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277Y402_346_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277Y402_346_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277Y402_346_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Y402_346_torchvision.jpg,15.41662287,24.23025208,18.85428397,0.920813741,0.939322513,0.841190197,38.7375,17.242456,43.483757,0.4943911,0.7744476,0.16690013,0.05599311,inf,12.646486409505208,4.597442626953124,8.226049804687499,32.484981282552084,0.0480960850819709,1.4198874755381603
347,347,347,347,347,347,347,347,347,347,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Y994_347.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277Y994_347_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277Y994_347_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277Y994_347_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Y994_347_torchvision.jpg,27.71111181,11.66482825,18.17011,0.915910421,0.629456512,0.863619051,15.244763,83.58669,24.273539,0.9041575,0.074803,0.8431452,0.021024419,0.0275305693906225,18.896665445963546,2.26015625,5.465692138671875,26.73412068684896,0.0565035617962582,0.8269202544031313
348,348,348,348,348,348,348,348,348,348,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z161_348.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277Z161_348_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277Z161_348_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277Z161_348_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z161_348_torchvision.jpg,15.72224045,11.92852275,15.81851651,0.833225424,0.654589828,0.805522606,32.499622,73.87456,36.586735,0.75194985,0.17771533,0.7147232,0.01968036,-0.0435083171358341,61.95545654296875,17.651049804687503,22.38245849609375,70.60793660481771,-0.0165150846633935,2.55132705479452
349,349,349,349,349,349,349,349,349,349,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z171_349.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277Z171_349_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277Z171_349_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277Z171_349_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z171_349_torchvision.jpg,17.56164105,23.34144797,18.16221703,0.815813923,0.907461362,0.822498935,50.10774,14.861837,50.856636,0.5267257,0.86874646,0.58866537,0.023570877,0.1466702047910905,50.71498413085938,11.5277587890625,9.515466308593751,21.61751302083333,0.2662117350339685,0.8944410469667319
350,350,350,350,350,350,350,350,350,350,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z221_350.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277Z221_350_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277Z221_350_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277Z221_350_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z221_350_torchvision.jpg,11.5933294,18.21791464,11.42501465,0.569081233,0.856949747,0.544431791,74.98535,22.08736,73.760704,0.19912118,0.84348726,0.19581668,0.042541422,inf,77.133544921875,23.44668579101563,34.528906250000006,72.04287109375,inf,5.315539383561644
351,351,351,351,351,351,351,351,351,351,C:\Users\ASUS\Desktop\research\mitacs project\dataset\original_dataset\4520_2277Z391_351.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add rain\high\images\4520_2277Z391_351_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\high\images\4520_2277Z391_351_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\light\images\4520_2277Z391_351_torchvision.jpg,C:\Users\ASUS\Desktop\research\mitacs project\dataset\generated_datasets\add fog\moderate\images\4520_2277Z391_351_torchvision.jpg,11.16724599,12.67302244,14.42085119,0.651770062,0.751773299,0.822022907,99.43007,70.99983,59.850048,0.29733238,0.56617415,0.6696555,0.0378622,1.4126190670893326,55.7503173828125,34.08417358398438,30.566821289062496,18.31938273111979,1.4386065206757337,1.0892429060665365
