,model,threshold,split_1,split_2,accuracy,human effort
86,Decision Tree,0.9,0.2,0.05,89.44723618090453,69.09547738693468
87,Decision Tree,0.9,0.25,0.05,89.94974874371859,70.85427135678393
88,Decision Tree,0.9,0.3,0.05,91.4572864321608,73.86934673366834
89,Decision Tree,0.9,0.4,0.05,92.46231155778895,79.39698492462311
90,Decision Tree,0.9,0.1,0.08,78.39195979899498,54.2713567839196
91,Decision Tree,0.9,0.15,0.08,87.1859296482412,66.58291457286433
92,Decision Tree,0.9,0.2,0.08,89.44723618090453,69.09547738693468
93,Decision Tree,0.9,0.25,0.08,89.94974874371859,70.85427135678393
94,Decision Tree,0.9,0.3,0.08,91.4572864321608,73.86934673366834
95,Decision Tree,0.9,0.4,0.08,92.46231155778895,79.39698492462311
96,Decision Tree,0.9,0.1,0.1,78.39195979899498,54.2713567839196
97,Decision Tree,0.9,0.15,0.1,87.1859296482412,66.58291457286433
98,Decision Tree,0.9,0.2,0.1,89.44723618090453,69.09547738693468
99,Decision Tree,0.9,0.25,0.1,89.94974874371859,70.85427135678393
100,Decision Tree,0.9,0.3,0.1,91.4572864321608,73.86934673366834
101,Decision Tree,0.9,0.4,0.1,92.46231155778895,79.39698492462311
102,Decision Tree,0.9,0.1,0.15,78.39195979899498,54.2713567839196
103,Decision Tree,0.9,0.15,0.15,87.1859296482412,66.58291457286433
104,Decision Tree,0.9,0.2,0.15,89.44723618090453,69.09547738693468
105,Decision Tree,0.9,0.25,0.15,89.94974874371859,70.85427135678393
106,Decision Tree,0.9,0.3,0.15,91.4572864321608,73.86934673366834
107,Decision Tree,0.9,0.4,0.15,92.46231155778895,79.39698492462311
108,Decision Tree,0.95,0.1,0.01,78.39195979899498,54.2713567839196
109,Decision Tree,0.95,0.15,0.01,87.1859296482412,66.58291457286433
110,Decision Tree,0.95,0.2,0.01,89.44723618090453,69.09547738693468
111,Decision Tree,0.95,0.25,0.01,89.94974874371859,70.85427135678393
112,Decision Tree,0.95,0.3,0.01,91.4572864321608,73.86934673366834
113,Decision Tree,0.95,0.4,0.01,92.46231155778895,79.39698492462311
114,Decision Tree,0.95,0.1,0.03,78.39195979899498,54.2713567839196
115,Decision Tree,0.95,0.15,0.03,87.1859296482412,66.58291457286433
116,Decision Tree,0.95,0.2,0.03,89.44723618090453,69.09547738693468
117,Decision Tree,0.95,0.25,0.03,89.94974874371859,70.85427135678393
118,Decision Tree,0.95,0.3,0.03,91.4572864321608,73.86934673366834
119,Decision Tree,0.95,0.4,0.03,92.46231155778895,79.39698492462311
120,Decision Tree,0.95,0.1,0.05,78.39195979899498,54.2713567839196
121,Decision Tree,0.95,0.15,0.05,87.1859296482412,66.58291457286433
122,Decision Tree,0.95,0.2,0.05,89.44723618090453,69.09547738693468
123,Decision Tree,0.95,0.25,0.05,89.94974874371859,70.85427135678393
124,Decision Tree,0.95,0.3,0.05,91.4572864321608,73.86934673366834
125,Decision Tree,0.95,0.4,0.05,92.46231155778895,79.39698492462311
126,Decision Tree,0.95,0.1,0.08,78.39195979899498,54.2713567839196
127,Decision Tree,0.95,0.15,0.08,87.1859296482412,66.58291457286433
128,Decision Tree,0.95,0.2,0.08,89.44723618090453,69.09547738693468
129,Decision Tree,0.95,0.25,0.08,89.94974874371859,70.85427135678393
130,Decision Tree,0.95,0.3,0.08,91.4572864321608,73.86934673366834
131,Decision Tree,0.95,0.4,0.08,92.46231155778895,79.39698492462311
132,Decision Tree,0.95,0.1,0.1,78.39195979899498,54.2713567839196
133,Decision Tree,0.95,0.15,0.1,87.1859296482412,66.58291457286433
134,Decision Tree,0.95,0.2,0.1,89.44723618090453,69.09547738693468
135,Decision Tree,0.95,0.25,0.1,89.94974874371859,70.85427135678393
136,Decision Tree,0.95,0.3,0.1,91.4572864321608,73.86934673366834
137,Decision Tree,0.95,0.4,0.1,92.46231155778895,79.39698492462311
138,Decision Tree,0.95,0.1,0.15,78.39195979899498,54.2713567839196
139,Decision Tree,0.95,0.15,0.15,87.1859296482412,66.58291457286433
140,Decision Tree,0.95,0.2,0.15,89.44723618090453,69.09547738693468
141,Decision Tree,0.95,0.25,0.15,89.94974874371859,70.85427135678393
142,Decision Tree,0.95,0.3,0.15,91.4572864321608,73.86934673366834
143,Decision Tree,0.95,0.4,0.15,92.46231155778895,79.39698492462311
144,Decision Tree,0.99,0.1,0.01,78.39195979899498,54.2713567839196
145,Decision Tree,0.99,0.15,0.01,87.1859296482412,66.58291457286433
146,Decision Tree,0.99,0.2,0.01,89.44723618090453,69.09547738693468
147,Decision Tree,0.99,0.25,0.01,89.94974874371859,70.85427135678393
148,Decision Tree,0.99,0.3,0.01,91.4572864321608,73.86934673366834
149,Decision Tree,0.99,0.4,0.01,92.46231155778895,79.39698492462311
150,Decision Tree,0.99,0.1,0.03,78.39195979899498,54.2713567839196
151,Decision Tree,0.99,0.15,0.03,87.1859296482412,66.58291457286433
152,Decision Tree,0.99,0.2,0.03,89.44723618090453,69.09547738693468
153,Decision Tree,0.99,0.25,0.03,89.94974874371859,70.85427135678393
154,Decision Tree,0.99,0.3,0.03,91.4572864321608,73.86934673366834
155,Decision Tree,0.99,0.4,0.03,92.46231155778895,79.39698492462311
156,Decision Tree,0.99,0.1,0.05,78.39195979899498,54.2713567839196
157,Decision Tree,0.99,0.15,0.05,87.1859296482412,66.58291457286433
158,Decision Tree,0.99,0.2,0.05,89.44723618090453,69.09547738693468
159,Decision Tree,0.99,0.25,0.05,89.94974874371859,70.85427135678393
160,Decision Tree,0.99,0.3,0.05,91.4572864321608,73.86934673366834
161,Decision Tree,0.99,0.4,0.05,92.46231155778895,79.39698492462311
162,Decision Tree,0.99,0.1,0.08,78.39195979899498,54.2713567839196
163,Decision Tree,0.99,0.15,0.08,87.1859296482412,66.58291457286433
164,Decision Tree,0.99,0.2,0.08,89.44723618090453,69.09547738693468
165,Decision Tree,0.99,0.25,0.08,89.94974874371859,70.85427135678393
166,Decision Tree,0.99,0.3,0.08,91.4572864321608,73.86934673366834
167,Decision Tree,0.99,0.4,0.08,92.46231155778895,79.39698492462311
168,Decision Tree,0.99,0.1,0.1,78.39195979899498,54.2713567839196
169,Decision Tree,0.99,0.15,0.1,87.1859296482412,66.58291457286433
170,Decision Tree,0.99,0.2,0.1,89.44723618090453,69.09547738693468
171,Decision Tree,0.99,0.25,0.1,89.94974874371859,70.85427135678393
172,Decision Tree,0.99,0.3,0.1,91.4572864321608,73.86934673366834
173,Decision Tree,0.99,0.4,0.1,92.46231155778895,79.39698492462311
174,Decision Tree,0.99,0.1,0.15,78.39195979899498,54.2713567839196
175,Decision Tree,0.99,0.15,0.15,87.1859296482412,66.58291457286433
176,Decision Tree,0.99,0.2,0.15,89.44723618090453,69.09547738693468
177,Decision Tree,0.99,0.25,0.15,89.94974874371859,70.85427135678393
178,Decision Tree,0.99,0.3,0.15,91.4572864321608,73.86934673366834
179,Decision Tree,0.99,0.4,0.15,92.46231155778895,79.39698492462311
