,model,threshold,split_1,split_2,accuracy,precision,recall,human effort,name
158,SVM,0.99,0.2,0.05,100,100,100,97.99270073,SVM
159,SVM,0.99,0.25,0.05,100,100,100,98.17518248,SVM
160,SVM,0.99,0.3,0.05,100,100,100,98.35766423,SVM
161,SVM,0.99,0.4,0.05,100,100,100,98.54014599,SVM
164,SVM,0.99,0.2,0.08,100,100,100,98.26642336,SVM
166,SVM,0.99,0.3,0.08,100,100,100,98.35766423,SVM
167,SVM,0.99,0.4,0.08,100,100,100,98.72262774,SVM
168,SVM,0.99,0.1,0.1,100,100,100,94.34306569,SVM
170,SVM,0.99,0.2,0.1,100,100,100,97.99270073,SVM
172,SVM,0.99,0.3,0.1,100,100,100,98.26642336,SVM
173,SVM,0.99,0.4,0.1,100,100,100,98.63138686,SVM
174,SVM,0.99,0.1,0.15,100,100,100,93.52189781,SVM
176,SVM,0.99,0.2,0.15,100,100,100,98.44890511,SVM
178,SVM,0.99,0.3,0.15,100,100,100,98.54014599,SVM
179,SVM,0.99,0.4,0.15,100,100,100,98.44890511,SVM
